Finnkode,Specifications
327027438,"{""Modell\u00e5r"": ""2009"", ""Kilometer"": ""451 000 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""Ikke oppgitt (avgifter)"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""16.06.2009"", ""Farge"": ""Svart"", ""Effekt"": ""150 Hk"", ""Sylindervolum"": ""2,2 l"", ""Vekt"": ""1 560 kg"", ""CO2-utslipp"": ""174 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Stasjonsvogn"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""SU74901"", ""Chassis nr. (VIN)"": ""SB1EB76L50E010704"", ""Maksimal tilhengervekt"": ""1 600 kg""}"
324967373,"{""Modell\u00e5r"": ""2005"", ""Kilometer"": ""168 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 777 kr (avgifter)"", ""Pris eks omreg"": ""33 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""16.02.2005"", ""Garanti"": ""3 mnd"", ""Garanti inntil"": ""3 000 km"", ""Farge"": ""S\u00f8lv"", ""Hjuldrift"": ""Firehjulsdrift"", ""Effekt"": ""111 Hk"", ""Sylindervolum"": ""2 l"", ""Vekt"": ""1 685 kg"", ""CO2-utslipp"": ""187 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""SUV/Offroad"", ""Antall d\u00f8rer"": ""4"", ""Antall eiere"": ""4"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""DK90474"", ""Chassis nr. (VIN)"": ""KMHJN81VP5U098677"", ""Maksimal tilhengervekt"": ""1 600 kg"", ""Neste frist for EU-kontroll"": ""30.04.2025""}"
324454965,"{""Modell\u00e5r"": ""2008"", ""Kilometer"": ""140 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""33 155 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""27.08.2008"", ""Vedlikehold"": ""Servicehistorikk"", ""Farge"": ""S\u00f8lv"", ""Interi\u00f8rfarge"": ""sort"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""105 Hk"", ""Sylindervolum"": ""1,9 l"", ""Vekt"": ""1 530 kg"", ""CO2-utslipp"": ""157 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Flerbruksbil"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""CF48097"", ""Chassis nr. (VIN)"": ""WVGZZZ1TZ9W013131"", ""Maksimal tilhengervekt"": ""1 500 kg""}"
322825920,"{""Modell\u00e5r"": ""2006"", ""Kilometer"": ""200 472 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""33 155 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""03.07.2006"", ""Garanti"": ""3 mnd"", ""Garanti inntil"": ""5 000 km"", ""Vedlikehold"": ""Servicehistorikk"", ""Farge"": ""S\u00f8lv"", ""Interi\u00f8rfarge"": ""Gr\u00e5"", ""Effekt"": ""80 Hk"", ""Sylindervolum"": ""1,4 l"", ""Vekt"": ""1 312 kg"", ""CO2-utslipp"": ""168 g/km"", ""Antall seter"": ""5"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""RJ58440"", ""Chassis nr. (VIN)"": ""WVWZZZ1KZ7W013807"", ""Maksimal tilhengervekt"": ""1 000 kg""}"
322673618,"{""Modell\u00e5r"": ""2009"", ""Kilometer"": ""98 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""1 777 kr (avgifter)"", ""Pris eks omreg"": ""33 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""02.11.2009"", ""Farge"": ""Gr\u00e5"", ""Interi\u00f8rfarge"": ""gr\u00e5"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""84 Hk"", ""Sylindervolum"": ""1,2 l"", ""Vekt"": ""1 105 kg"", ""CO2-utslipp"": ""132 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Stasjonsvogn"", ""Antall d\u00f8rer"": ""5"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""RJ99961"", ""Chassis nr. (VIN)"": ""KL1SF48DJ9B611622"", ""Maksimal tilhengervekt"": ""1 000 kg""}"
322115985,"{""Modell\u00e5r"": ""2010"", ""Kilometer"": ""172 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""30 155 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""11.05.2010"", ""Garanti"": ""3 mnd"", ""Garanti inntil"": ""3 000 km"", ""Vedlikehold"": ""Servicehistorikk"", ""Farge"": ""Bl\u00e5"", ""Effekt"": ""68 Hk"", ""Sylindervolum"": ""1,4 l"", ""Vekt"": ""1 253 kg"", ""CO2-utslipp"": ""114 g/km"", ""Antall seter"": ""5"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""RL28458"", ""Chassis nr. (VIN)"": ""VF3WC8HZCAT039164"", ""Maksimal tilhengervekt"": ""1 150 kg""}"
321478238,"{""Modell\u00e5r"": ""2006"", ""Kilometer"": ""213 500 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""Fritatt (avgifter)"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""30.10.2006"", ""Farge"": ""Bl\u00e5"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""125 Hk"", ""Sylindervolum"": ""1,8 l"", ""Vekt"": ""1 661 kg"", ""CO2-utslipp"": ""164 g/km"", ""Antall seter"": ""7"", ""Karosseri"": ""Flerbruksbil"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""3"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""DL47486"", ""Chassis nr. (VIN)"": ""WF0SXXGBWS6R25983"", ""Maksimal tilhengervekt"": ""1 450 kg"", ""Neste frist for EU-kontroll"": ""20.10.2025""}"
320602923,"{""Modell\u00e5r"": ""2007"", ""Kilometer"": ""211 349 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""Fritatt (avgifter)"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""12.07.2007"", ""Farge"": ""Svart"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""116 Hk"", ""Sylindervolum"": ""1,6 l"", ""Vekt"": ""1 544 kg"", ""CO2-utslipp"": ""181 g/km"", ""Antall seter"": ""4"", ""Karosseri"": ""Cabriolet"", ""Antall d\u00f8rer"": ""2"", ""Antall eiere"": ""5"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""SU48920"", ""Chassis nr. (VIN)"": ""WVWZZZ1FZ7V027699"", ""Maksimal tilhengervekt"": ""1 300 kg"", ""Neste frist for EU-kontroll"": ""31.10.2023""}"
319769540,"{""Modell\u00e5r"": ""2014"", ""Kilometer"": ""163 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 422 kr (avgifter)"", ""Pris eks omreg"": ""30 578 kr"", ""\u00c5rsavgift"": ""Les mer"", ""Farge"": ""Hvit"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""90 Hk"", ""Sylindervolum"": ""1,2 l"", ""Vekt"": ""1 320 kg"", ""CO2-utslipp"": ""126 g/km"", ""Antall seter"": ""2"", ""Karosseri"": ""Kasse"", ""Antall d\u00f8rer"": ""5"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Varebil"", ""Reg.nr."": ""LJ74014"", ""Chassis nr. (VIN)"": ""ZFA26300006147514"", ""Maksimal tilhengervekt"": ""1 000 kg"", ""Neste frist for EU-kontroll"": ""30.04.2024""}"
315183382,"{""Modell\u00e5r"": ""2009"", ""Kilometer"": ""220 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 777 kr (avgifter)"", ""Pris eks omreg"": ""33 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""05.01.2009"", ""Farge"": ""Gr\u00e5"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""109 Hk"", ""Sylindervolum"": ""1,6 l"", ""Vekt"": ""1 406 kg"", ""CO2-utslipp"": ""132 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Stasjonsvogn"", ""Antall d\u00f8rer"": ""4"", ""Antall eiere"": ""10"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""RJ92711"", ""Chassis nr. (VIN)"": ""YV1MW765292472823"", ""Maksimal tilhengervekt"": ""1 300 kg"", ""Neste frist for EU-kontroll"": ""05.01.2024""}"
314907673,"{""Modell\u00e5r"": ""2011"", ""Kilometer"": ""102 900 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""1 777 kr (avgifter)"", ""Pris eks omreg"": ""33 123 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""14.04.2011"", ""Farge"": ""Gr\u00e5"", ""Effekt"": ""75 Hk"", ""Sylindervolum"": ""1,3 l"", ""Vekt"": ""1 072 kg"", ""CO2-utslipp"": ""119 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Kombi 5-d\u00f8rs"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""3"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""AY14908"", ""Chassis nr. (VIN)"": ""JMZDEA4K200408894"", ""Maksimal tilhengervekt"": ""900 kg""}"
314320823,"{""Modell\u00e5r"": ""2010"", ""Kilometer"": ""263 684 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 777 kr (avgifter)"", ""Pris eks omreg"": ""30 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""07.07.2010"", ""Farge"": ""S\u00f8lv"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""109 Hk"", ""Sylindervolum"": ""2 l"", ""Vekt"": ""1 470 kg"", ""CO2-utslipp"": ""146 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Stasjonsvogn"", ""Antall d\u00f8rer"": ""4"", ""Antall eiere"": ""8"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""DN43890"", ""Chassis nr. (VIN)"": ""WDD2452071J609691"", ""Maksimal tilhengervekt"": ""1 500 kg"", ""Neste frist for EU-kontroll"": ""21.07.2025""}"
314166511,"{""Modell\u00e5r"": ""1997"", ""Kilometer"": ""70 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""Ikke oppgitt (avgifter)"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""13.05.1997"", ""Vedlikehold"": ""Servicehistorikk"", ""Farge"": ""R\u00f8d"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""60 Hk"", ""Sylindervolum"": ""1,4 l"", ""Vekt"": ""917 kg"", ""Antall seter"": ""5"", ""Karosseri"": ""Kombi 3-d\u00f8rs"", ""Antall d\u00f8rer"": ""3"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""CE77671"", ""Chassis nr. (VIN)"": ""W0L000073V4277975"", ""Maksimal tilhengervekt"": ""900 kg""}"
312500888,"{""Modell\u00e5r"": ""1997"", ""Kilometer"": ""333 000 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""29 155 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""24.06.1997"", ""Garanti"": ""3 mnd"", ""Garanti inntil"": ""3 000 km"", ""Vedlikehold"": ""Servicehistorikk"", ""Farge"": ""Gr\u00f8nn"", ""Interi\u00f8rfarge"": ""Leather Montana beige"", ""Hjuldrift"": ""Bakhjulsdrift"", ""Effekt"": ""150 Hk"", ""Sylindervolum"": ""2 l"", ""Vekt"": ""1 440 kg"", ""Antall seter"": ""5"", ""Karosseri"": ""Sedan"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""RH43749"", ""Chassis nr. (VIN)"": ""WBADD210X0BH60540"", ""Maksimal tilhengervekt"": ""1 700 kg""}"
311232390,"{""Modell\u00e5r"": ""1999"", ""Kilometer"": ""312 800 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 777 kr (avgifter)"", ""Pris eks omreg"": ""30 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""23.06.2005"", ""Farge"": ""S\u00f8lv"", ""Hjuldrift"": ""Firehjulsdrift"", ""Effekt"": ""136 Hk"", ""Sylindervolum"": ""2,5 l"", ""Vekt"": ""2 025 kg"", ""Antall seter"": ""5"", ""Karosseri"": ""SUV/Offroad"", ""Antall eiere"": ""4"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""DL16485"", ""Chassis nr. (VIN)"": ""SALLPAMW4XA423087"", ""Neste frist for EU-kontroll"": ""28.10.2023""}"
309746700,"{""Modell\u00e5r"": ""2007"", ""Kilometer"": ""351 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""33 155 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""14.07.2006"", ""Farge"": ""Svart"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""109 Hk"", ""Sylindervolum"": ""1,6 l"", ""Vekt"": ""1 416 kg"", ""CO2-utslipp"": ""132 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Stasjonsvogn"", ""Antall d\u00f8rer"": ""4"", ""Antall eiere"": ""7"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""BR34246"", ""Chassis nr. (VIN)"": ""YV1MW765272272344"", ""Neste frist for EU-kontroll"": ""30.06.2018""}"
308495225,"{""Modell\u00e5r"": ""2012"", ""Kilometer"": ""192 300 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""2 961 kr (avgifter)"", ""Pris eks omreg"": ""32 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""26.06.2012"", ""Farge"": ""Svart"", ""Fargebeskrivelse"": ""Svart metallic"", ""Interi\u00f8rfarge"": ""Svart"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""86 Hk"", ""Sylindervolum"": ""1,2 l"", ""Vekt"": ""1 146 kg"", ""CO2-utslipp"": ""134 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Flerbruksbil"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""4"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""BD77656"", ""Chassis nr. (VIN)"": ""TMBNM65J8C7032494"", ""Sist EU-godkjent"": ""22.07.2022"", ""Neste frist for EU-kontroll"": ""22.07.2024""}"
307044874,"{""Modell\u00e5r"": ""2007"", ""Kilometer"": ""105 500 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 777 kr (avgifter)"", ""Pris eks omreg"": ""30 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""10.05.2007"", ""Farge"": ""S\u00f8lv"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""105 Hk"", ""Sylindervolum"": ""1,9 l"", ""Vekt"": ""1 470 kg"", ""CO2-utslipp"": ""143 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Kombi 5-d\u00f8rs"", ""Antall d\u00f8rer"": ""4"", ""Antall eiere"": ""4"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""DL63472"", ""Chassis nr. (VIN)"": ""WVWZZZ1KZ7W614259"", ""Neste frist for EU-kontroll"": ""30.11.2024""}"
306233470,"{""Modell\u00e5r"": ""1977"", ""Kilometer"": ""424 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""1 777 kr (avgifter)"", ""Pris eks omreg"": ""30 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""16.12.1977"", ""Farge"": ""Gr\u00f8nn"", ""Interi\u00f8rfarge"": ""Pent interi\u00f8r"", ""Hjuldrift"": ""Bakhjulsdrift"", ""Effekt"": ""185 Hk"", ""Sylindervolum"": ""2,8 l"", ""Vekt"": ""1 500 kg"", ""Antall seter"": ""5"", ""Karosseri"": ""Sedan"", ""Antall d\u00f8rer"": ""4"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""FS39299"", ""Chassis nr. (VIN)"": ""WBD12303310034296"", ""Maksimal tilhengervekt"": ""1 500 kg"", ""Neste frist for EU-kontroll"": ""01.01.0001""}"
304682389,"{""Modell\u00e5r"": ""2005"", ""Kilometer"": ""333 333 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""Fritatt (avgifter)"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""01.04.2005"", ""Farge"": ""Beige"", ""Hjuldrift"": ""Firehjulsdrift"", ""Effekt"": ""131 Hk"", ""Sylindervolum"": ""2,5 l"", ""Vekt"": ""2 035 kg"", ""Antall seter"": ""3"", ""Karosseri"": ""Kasse"", ""Antall eiere"": ""7"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Varebil"", ""Reg.nr."": ""CV43352"", ""Chassis nr. (VIN)"": ""WV1ZZZ7HZ5H080990"", ""Neste frist for EU-kontroll"": ""11.12.2022""}"
302670837,"{""Modell\u00e5r"": ""1998"", ""Kilometer"": ""236 000 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""1 777 kr (avgifter)"", ""Pris eks omreg"": ""33 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""25.05.1998"", ""Farge"": ""S\u00f8lv"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""144 Hk"", ""Sylindervolum"": ""2,4 l"", ""Vekt"": ""1 413 kg"", ""Antall seter"": ""5"", ""Karosseri"": ""Sedan"", ""Antall eiere"": ""13"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""CE85231"", ""Chassis nr. (VIN)"": ""YV1LS5106W1542889"", ""Maksimal tilhengervekt"": ""1 600 kg"", ""Neste frist for EU-kontroll"": ""22.01.2023""}"
300787722,"{""Modell\u00e5r"": ""2003"", ""Kilometer"": ""215 000 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""1 777 kr (avgifter)"", ""Pris eks omreg"": ""33 222 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""24.07.2003"", ""Farge"": ""S\u00f8lv"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""129 Hk"", ""Sylindervolum"": ""1,8 l"", ""Vekt"": ""1 290 kg"", ""CO2-utslipp"": ""187 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Sedan"", ""Antall d\u00f8rer"": ""4"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""KZ50767"", ""Chassis nr. (VIN)"": ""SB1BR56L20E023865"", ""Neste frist for EU-kontroll"": ""23.08.2023""}"
300634861,"{""Modell\u00e5r"": ""2008"", ""Kilometer"": ""196 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 777 kr (avgifter)"", ""Pris eks omreg"": ""33 222 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""11.06.2008"", ""Farge"": ""Gr\u00e5"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""101 Hk"", ""Sylindervolum"": ""1,9 l"", ""Vekt"": ""1 360 kg"", ""CO2-utslipp"": ""135 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Stasjonsvogn"", ""Antall d\u00f8rer"": ""4"", ""Antall eiere"": ""5"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""PD27861"", ""Chassis nr. (VIN)"": ""TMBJS21U088884613"", ""Neste frist for EU-kontroll"": ""07.11.2023""}"
298309309,"{""Modell\u00e5r"": ""2008"", ""Kilometer"": ""123 780 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 186 kr (avgifter)"", ""Pris eks omreg"": ""30 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""15.07.2008"", ""Farge"": ""S\u00f8lv"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""90 Hk"", ""Sylindervolum"": ""1,8 l"", ""Vekt"": ""1 510 kg"", ""CO2-utslipp"": ""174 g/km"", ""Antall seter"": ""2"", ""Karosseri"": ""Kasse"", ""Antall eiere"": ""6"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Varebil"", ""Reg.nr."": ""BD54346"", ""Chassis nr. (VIN)"": ""WF0TXXTTPT8K37806"", ""Neste frist for EU-kontroll"": ""30.06.2024""}"
298307735,"{""Modell\u00e5r"": ""2005"", ""Kilometer"": ""179 827 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 186 kr (avgifter)"", ""Pris eks omreg"": ""30 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""04.11.2004"", ""Farge"": ""Hvit"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""69 Hk"", ""Sylindervolum"": ""2 l"", ""Vekt"": ""1 400 kg"", ""CO2-utslipp"": ""167 g/km"", ""Antall seter"": ""2"", ""Karosseri"": ""Kasse"", ""Antall eiere"": ""7"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Varebil"", ""Reg.nr."": ""VF64799"", ""Chassis nr. (VIN)"": ""WV1ZZZ2KZ5X035234"", ""Neste frist for EU-kontroll"": ""05.03.2024""}"
297746495,"{""Modell\u00e5r"": ""2003"", ""Kilometer"": ""199 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""1 777 kr (avgifter)"", ""Pris eks omreg"": ""30 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""Farge"": ""Gr\u00f8nn"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""84 Hk"", ""Sylindervolum"": ""1,3 l"", ""CO2-utslipp"": ""154 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Stasjonsvogn"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""KH21590""}"
297413318,"{""Modell\u00e5r"": ""2012"", ""Kilometer"": ""237 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""4 147 kr (avgifter)"", ""Pris eks omreg"": ""30 852 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""12.06.2012"", ""Farge"": ""Svart"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""105 Hk"", ""Sylindervolum"": ""1,6 l"", ""Vekt"": ""1 377 kg"", ""CO2-utslipp"": ""109 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Stasjonsvogn"", ""Antall d\u00f8rer"": ""4"", ""Antall eiere"": ""3"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""KH83586"", ""Chassis nr. (VIN)"": ""WVWZZZ1KZCM689233"", ""Sist EU-godkjent"": ""09.04.2023"", ""Neste frist for EU-kontroll"": ""09.04.2023""}"
296333920,"{""Modell\u00e5r"": ""2010"", ""Kilometer"": ""139 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 777 kr (avgifter)"", ""Pris eks omreg"": ""33 222 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""28.01.2010"", ""Farge"": ""Gr\u00e5"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""90 Hk"", ""Sylindervolum"": ""1,6 l"", ""Vekt"": ""1 118 kg"", ""CO2-utslipp"": ""110 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Kombi 5-d\u00f8rs"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""4"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""PD32841"", ""Chassis nr. (VIN)"": ""WF0JXXGAJJAL51786"", ""Sist EU-godkjent"": ""20.02.2025"", ""Neste frist for EU-kontroll"": ""20.02.2025""}"
